uid,bank_id,unit,learning_objectives,title,points,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer_label,num_choices,format_flags,source_file,source_qid
PHY1-F-N2LCQELEV-100925::q3,PHY1-F-N2LCQELEV-100925,3_Forces,,Slowing Down While Moving Up,1,A person rides an elevator that is moving **upward but slowing down**. Compare the scale's normal force $N$ with the person's weight $W$. Which is greater?,N < W,N = W,N > W,There isn't enough information to decide,,,,,,,A,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q3
PHY1-F-N2LCQELEV-100925::q4,PHY1-F-N2LCQELEV-100925,3_Forces,,Speeding Up While Moving Down,1,A tool cart rests on an elevator floor. The elevator is moving **downward and speeding up**. Compare the normal force $N$ from the floor with the cart's weight $W$. Which is greater?,There isn't enough information to decide,N = W,N < W,N > W,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q4
PHY1-F-N2LCQELEV-100925::q5,PHY1-F-N2LCQELEV-100925,3_Forces,,Slowing Down While Moving Down,1,A sealed box hangs from the elevator ceiling by a vertical rope. The elevator is moving **downward but slowing down**. Compare the rope tension $T$ with the box's weight $W$. Which is greater?,T < W,T > W,T = W,There isn't enough information to decide,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q5
PHY1-F-N2LCQELEV-100925::q6,PHY1-F-N2LCQELEV-100925,3_Forces,,Rocket Launch from Rest,1,"A small rocket launches vertically upward from rest. The engines produce a constant upward thrust $T$. While the rocket is accelerating upward, how does the thrust compare with its weight $W$?",T = W,T > W,T < W,There isn't enough information to decide,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q6
PHY1-F-N2LCQELEV-100925::q7,PHY1-F-N2LCQELEV-100925,3_Forces,,Parachutist Falling at Constant Speed,1,A skydiver falls vertically at **constant speed** with the parachute open. Compare the upward air resistance force $F_{\text{air}}$ with the skydiver's weight $W$.,F_air > W,There isn't enough information to decide,F_air < W,F_air = W,,,,,,,D,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q7
PHY1-F-N2LCQELEV-100925::q8,PHY1-F-N2LCQELEV-100925,3_Forces,,Bungee Jumper Rebounding Upward,1,"A bungee jumper has just reached the lowest point and is pulled **upward** by the stretched cord. At an instant when she is moving upward and **slowing down**, compare the tension $T$ in the cord with her weight $W$.",There isn't enough information to decide,T > W,T < W,T = W,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q8
PHY1-F-N2LCQELEV-100925::q9,PHY1-F-N2LCQELEV-100925,3_Forces,,Car Cresting a Hill,1,A car travels over the top of a rounded hill at **constant speed**. Compare the normal force $N$ from the road with the car's weight $W$ at the very top.,There isn't enough information to decide,N > W,N < W,N = W,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q9
PHY1-F-N2LCQELEV-100925::q10,PHY1-F-N2LCQELEV-100925,3_Forces,,Airplane in Turbulence,1,A coffee cup sits on a tray table in an airplane. The plane suddenly accelerates **upward** for a brief moment. How does the normal force $N$ on the cup compare with its weight $W$ during that instant?,There isn't enough information to decide,N < W,N > W,N = W,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q10
PHY1-F-N2LCQELEV-100925::q11,PHY1-F-N2LCQELEV-100925,3_Forces,,Subway Train Braking to a Stop,1,A commuter stands on a subway train that is moving forward but **slowing down** as it approaches a station. The horizontal force of the floor on the commuter's shoes is $F_{\text{floor}}$. What is the direction of this force on the commuter?,Downward,Upward,Forward (same direction as motion),Backward (opposite the direction of motion),,,,,,,D,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q11
PHY1-F-N2LCQELEV-100925::q12,PHY1-F-N2LCQELEV-100925,3_Forces,,Ice Skater Pushed Horizontally,1,"A skater on frictionless ice is pushed horizontally by a constant force $F_{\text{push}}$. Air resistance is negligible. After the push **ends**, what is her acceleration?",Acceleration reverses direction,Acceleration increases,Acceleration becomes zero,Acceleration continues at the same rate,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q12
PHY1-F-N2LCQELEV-100925::q13,PHY1-F-N2LCQELEV-100925,3_Forces,,Tug-of-War at Steady Pull,1,"Two teams in a tug-of-war pull so the rope's center **does not accelerate**. If the rope's tension is $T$, what can you say about the forces each team exerts?",The team that wins exerts a greater force,The rope's tension must be zero,Each team exerts an equal and opposite force of magnitude T,Only the heavier team feels a force,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q13
PHY1-F-N2LCQELEV-100925::q14,PHY1-F-N2LCQELEV-100925,3_Forces,,Satellite Orbiting Earth,1,A satellite moves in a circular orbit around Earth at constant speed. Which statement about the forces is correct?,The gravitational force acts outward,There is no net force because the speed is constant,A forward thrust keeps the satellite moving,The gravitational force equals the centripetal force in magnitude,,,,,,,D,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q14
PHY1-F-N2LCQELEV-100925::q15,PHY1-F-N2LCQELEV-100925,3_Forces,,Elevator Cable Failure (Free Fall),1,An elevator-s cable snaps and the elevator falls freely. What does a scale on the floor read during the free fall?,It reads zero,It reads more than the true weight,It fluctuates unpredictably,It reads the person's true weight,,,,,,,A,4,,PHY I Mechanics/3_Forces/PHY1-F-N2LCQELEV-100925/PHY1-F-N2LCQELEV-100925.yml,q15
PHY1-F-SFMC-09162025::q-1,PHY1-F-SFMC-09162025,3_Forces,,Horse Pulling a Plow,1,"A farmer is using a horse to pull a heavy plow across a flat field. The plow rests on a horizontal patch of dry dirt and remains stationary, even though the horse is actively pulling. The horse pulls with a force of 936.8 N through a rope that forms an angle of 57.5° upward with respect to the horizontal. The mass of the plow is 300 kg, and the coefficient of static friction between the plow and the ground is 0.25. Find the magnitude of the static friction.",503.34 N,936.8 N,537.48 N,735.0 N,,,,,,,A,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-1
PHY1-F-SFMC-09162025::q-2,PHY1-F-SFMC-09162025,3_Forces,,Person Pushing a Couch,1,"A person is trying to push a large couch across a carpeted living room floor. The couch remains stationary on the horizontal surface, even though the person is applying a force of 149.5 N. This force is directed at an angle of 34.8° downward with respect to the horizontal. The mass of the couch is 80 kg, and the coefficient of static friction between the couch and the carpet is 0.15. Find the magnitude of the static friction.",149.5 N,130.40 N,122.76 N,117.6 N,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-2
PHY1-F-SFMC-09162025::q-3,PHY1-F-SFMC-09162025,3_Forces,,Worker Dragging a Suitcase,1,"A worker is dragging a large suitcase across a tiled airport floor, but the suitcase remains stationary on the horizontal surface. The worker is pulling with a force of 30.0 N using a strap that forms an angle of 43.0° upward with respect to the horizontal. The mass of the suitcase is 25 kg, and the coefficient of static friction between the suitcase and the tile is 0.20. Find the magnitude of the static friction.",49.0 N,30.0 N,21.94 N,44.91 N,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-3
PHY1-F-SFMC-09162025::q-4,PHY1-F-SFMC-09162025,3_Forces,,Towing Truck Pulling a Car,1,"A towing truck is pulling a stalled car along a rough horizontal asphalt road, but the car remains stationary. The truck pulls with a force of 1469.1 N using a metal cable that forms an angle of 20.6° upward with respect to the horizontal. The mass of the car is 1200 kg, and the coefficient of static friction between the car's tires and the road is 0.43. Find the magnitude of the static friction.",5056.8 N,1375.17 N,1469.1 N,4834.54 N,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-4
PHY1-F-SFMC-09162025::q-5,PHY1-F-SFMC-09162025,3_Forces,,Worker Pushing a File Cabinet,1,"A factory worker is trying to push a heavy metal file cabinet across a vinyl office floor, but the cabinet remains stationary on the horizontal surface. The worker applies a force of 153.9 N at an angle of 36.2° downward with respect to the horizontal. The mass of the cabinet is 100 kg, and the coefficient of static friction between the cabinet and the vinyl flooring is 0.22. Find the magnitude of the static friction.",153.9 N,124.19 N,215.6 N,235.60 N,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-5
PHY1-F-SFMC-09162025::q-6,PHY1-F-SFMC-09162025,3_Forces,,Dog Pulling a Garden Wagon,1,"A dog is harnessed to a garden wagon loaded with soil, and it attempts to pull the wagon across a compacted dirt path. The wagon remains stationary on the horizontal surface. The dog pulls with a force of 96.5 N through a leash that forms an angle of 17.0° upward with respect to the horizontal. The mass of the wagon is 40 kg, and the coefficient of static friction between the wagon and the dirt is 0.34. Find the magnitude of the static friction.",123.69 N,92.28 N,96.5 N,133.3 N,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-6
PHY1-F-SFMC-09162025::q-7,PHY1-F-SFMC-09162025,3_Forces,,Forklift Pushing a Crate,1,"A forklift is slowly pushing a large wooden crate across a horizontal concrete loading dock, but the crate does not move. The forklift applies a forward force of 1772.2 N using its front plate, which exerts the force at an angle of 49.3° downward with respect to the horizontal. The mass of the crate is 500 kg, and the coefficient of static friction between the crate and the dock is 0.28. Find the magnitude of the static friction.",1772.2 N,1372.0 N,1155.65 N,1748.20 N,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-7
PHY1-F-SFMC-09162025::q-8,PHY1-F-SFMC-09162025,3_Forces,,Child Dragging a Toy Wagon,1,"A child is dragging a toy wagon full of books across a wooden floor, but the wagon does not move. The child pulls with a force of 42.4 N using a rope that forms an angle of 54.8° upward with respect to the horizontal. The mass of the wagon is 10 kg, and the coefficient of static friction between the wagon and the wood is 0.42. Find the magnitude of the static friction.",26.61 N,42.4 N,24.44 N,41.2 N,,,,,,,C,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-8
PHY1-F-SFMC-09162025::q-9,PHY1-F-SFMC-09162025,3_Forces,,Worker Pushing a Cement Mixer,1,"A construction worker is attempting to push a cement mixer across a horizontal section of pavement, but the mixer stays still. The worker applies a force of 272.3 N at an angle of 57.4° downward with respect to the horizontal. The mass of the mixer is 150 kg, and the coefficient of static friction between the mixer and the pavement is 0.13. Find the magnitude of the static friction.",191.1 N,146.71 N,220.92 N,272.3 N,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-9
PHY1-F-SFMC-09162025::q-10,PHY1-F-SFMC-09162025,3_Forces,,Delivery Robot Pulling a Cart,1,"An autonomous delivery robot is trying to pull a wheeled cart full of packages across a brick-paved courtyard, but the cart remains stationary on the horizontal surface. The robot exerts a pulling force of 184.2 N using a tether that forms an angle of 45.2° upward with respect to the horizontal. The mass of the cart is 60 kg, and the coefficient of static friction between the cart and the bricks is 0.31. Find the magnitude of the static friction.",129.79 N,184.2 N,182.5 N,141.76 N,,,,,,,A,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-10
PHY1-F-SFMC-09162025::q-11,PHY1-F-SFMC-09162025,3_Forces,,Person Pushing a Bookshelf,1,"A person tries to push a tall bookshelf across a wooden floor, but the bookshelf does not move. The person pushes with a force of 210.0 N at an angle of 25.0° downward with respect to the horizontal. The mass of the bookshelf is 120 kg, and the coefficient of static friction between the bookshelf and the wood is 0.30. Find the magnitude of the static friction.",190.32 N,210.0 N,379.42 N,352.80 N,,,,,,,A,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-11
PHY1-F-SFMC-09162025::q-12,PHY1-F-SFMC-09162025,3_Forces,,Worker Pulling a Hand Truck,1,"A warehouse worker pulls on a hand truck loaded with boxes across a concrete floor, but the truck remains at rest on the horizontal surface. The worker pulls with a force of 235.0 N using a handle that makes an angle of 40.0° upward with respect to the horizontal. The mass of the loaded hand truck is 90 kg, and the coefficient of static friction is 0.28. Find the magnitude of the static friction.",235.0 N,246.96 N,204.66 N,180.02 N,,,,,,,D,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-12
PHY1-F-SFMC-09162025::q-13,PHY1-F-SFMC-09162025,3_Forces,,Athlete Pushing a Sled,1,"An athlete pushes a weighted training sled across artificial turf, but the sled does not move. The athlete applies a force of 400.0 N at an angle of 15.0° downward with respect to the horizontal. The mass of the sled is 200 kg, and the coefficient of static friction between the sled and the turf is 0.35. Find the magnitude of the static friction.",686.00 N,722.23 N,400.0 N,386.37 N,,,,,,,D,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-13
PHY1-F-SFMC-09162025::q-14,PHY1-F-SFMC-09162025,3_Forces,,Gardener Pulling a Lawn Roller,1,"A gardener attempts to pull a cylindrical lawn roller across the grass, but the roller stays still. The gardener pulls with a force of 180.0 N using a rope that makes an angle of 30.0° upward with respect to the horizontal. The mass of the lawn roller is 75 kg, and the coefficient of static friction is 0.25. Find the magnitude of the static friction.",183.75 N,155.88 N,161.25 N,180.0 N,,,,,,,B,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-14
PHY1-F-SFMC-09162025::q-15,PHY1-F-SFMC-09162025,3_Forces,,Machine Pushing a Steel Drum,1,"A robotic machine pushes a steel drum across a factory floor, but the drum does not move. The machine applies a force of 520.0 N at an angle of 35.0° downward with respect to the horizontal. The drum has a mass of 250 kg, and the coefficient of static friction between the drum and the floor is 0.32. Find the magnitude of the static friction.",425.96 N,784.00 N,520.0 N,879.44 N,,,,,,,A,4,,PHY I Mechanics/3_Forces/PHY1-F-SFMC-09162025/PHY1-F-SFMC-09162025.yaml,q-15
PHY1-F-ACCAC-10082025::q1,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Worker Pushing a Wooden Crate,3,A worker pushes a wooden crate across a concrete floor. The coefficient of kinetic friction between the crate and the floor is $0.36$. The worker applies a force of $465.64$ N at an angle of $12.74^\circ$ downward with respect to the horizontal. The crate has a mass of $100.00$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the crate’s acceleration?,4.56 m/s^2,1.12 m/s^2,1.01 m/s^2,1.38 m/s^2,0.64 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q1
PHY1-F-ACCAC-10082025::q2,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Dog Pulling a Small Sled,3,A dog pulls a small sled across an icy path. The coefficient of kinetic friction between the sled and the ice is $0.59$. The sled has a mass of $10.21$ kg. The dog pulls the sled using a rope that makes an angle of $31.21^\circ$ above the horizontal and exerts a force of $60.00$ N. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the sled’s acceleration?,0.09 m/s^2,2.56 m/s^2,2.74 m/s^2,0.76 m/s^2,1.03 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q2
PHY1-F-ACCAC-10082025::q3,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Person Dragging a Backpack,3,A traveler drags a backpack across an asphalt road. The coefficient of kinetic friction between the backpack and the ground is $0.73$. The person pulls at an angle of $37.92^\circ$ above the horizontal with a force of $59.81$ N. The backpack has a mass of $10.00$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the backpack’s acceleration?,5.13 m/s^2,1.18 m/s^2,2.44 m/s^2,3.49 m/s^2,0.24 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q3
PHY1-F-ACCAC-10082025::q4,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Child Pushing a Toy Box,3,A child pushes a toy box across a sandy playground. The coefficient of kinetic friction between the toy box and the sand is $0.40$. The child applies a force of $41.93$ N at an angle of $32.04^\circ$ downward with respect to the horizontal. The toy box has a mass of $6.00$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the toy box’s acceleration?,0.52 m/s^2,7.63 m/s^2,3.48 m/s^2,3.06 m/s^2,2.00 m/s^2,,,,,,A,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q4
PHY1-F-ACCAC-10082025::q5,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Farmer Pulling a Plow with an Ox,3,A farmer uses an ox to pull a plow across a muddy field. The coefficient of kinetic friction between the plow and the ground is $0.61$. The ox pulls with a rope that makes an angle of $37.26^\circ$ above the horizontal and exerts a force of $600.00$ N. The plow has a mass of $103.42$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the plow’s acceleration?,2.47 m/s^2,0.78 m/s^2,3.51 m/s^2,0.18 m/s^2,1.37 m/s^2,,,,,,B,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q5
PHY1-F-ACCAC-10082025::q6,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Robot Arm Pushing a Box,3,A robot arm is pushing a box across a smooth factory floor. The coefficient of kinetic friction between the box and the floor is $0.42$. The robot applies a force of $312.17$ N at an angle of $24.53^\circ$ downward with respect to the horizontal. The box has a mass of $50.00$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the box’s acceleration?,6.71 m/s^2,2.12 m/s^2,1.56 m/s^2,0.47 m/s^2,2.65 m/s^2,,,,,,D,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q6
PHY1-F-ACCAC-10082025::q7,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Person Dragging a Kayak,3,"A person drags a kayak across wet grass. The coefficient of kinetic friction between the kayak and the grass is $0.57$. The rope makes an angle of $29.74^\circ$ above the horizontal, and the person exerts a force of $260.00$ N. The mass of the kayak is $47.83$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the kayak’s acceleration?",2.90 m/s^2,2.41 m/s^2,0.16 m/s^2,0.67 m/s^2,0.87 m/s^2,,,,,,D,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q7
PHY1-F-ACCAC-10082025::q8,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Tow Truck Dragging a Car,3,A tow truck drags a damaged car with locked wheels along a rough gravel road. The coefficient of kinetic friction between the car’s tires and the road is $0.65$. The towing cable makes an angle of $42.31^\circ$ above the horizontal. The mass of the car is $1274.53$ kg. The truck exerts a pulling force of $7500.00$ N. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the car’s acceleration?,0.49 m/s^2,0.55 m/s^2,2.42 m/s^2,4.60 m/s^2,2.02 m/s^2,,,,,,B,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q8
PHY1-F-ACCAC-10082025::q9,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Construction Worker Pushing a Bin,3,A construction worker pushes a loaded bin across a level surface. The coefficient of kinetic friction between the bin and the surface is $0.38$. The worker applies a force of $274.39$ N at an angle of $18.62^\circ$ downward with respect to the horizontal. The mass of the loaded bin is $55.00$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the bin’s acceleration?,1.00 m/s^2,5.32 m/s^2,1.26 m/s^2,0.39 m/s^2,1.61 m/s^2,,,,,,D,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q9
PHY1-F-ACCAC-10082025::q10,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Bulldozer Pushing a Pile of Dirt,3,A bulldozer pushes a pile of dirt across rocky ground. The coefficient of kinetic friction between the dirt and the ground is $0.72$. The bulldozer applies a force of $36000.00$ N at an angle of $25.00^\circ$ downward with respect to the horizontal. The pile of dirt has a mass of $2743.68$ kg. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the pile’s acceleration?,4.83 m/s^2,12.6 m/s^2,0.84 m/s^2,6.06 m/s^2,8.82 m/s^2,,,,,,C,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q10
PHY1-F-ACCAC-10082025::q11,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Warehouse Worker Pushing a Pallet Skid,3,A warehouse worker pushes a loaded pallet skid across a concrete floor. The pallet skid and its load have a combined mass of $250.00$ kg. The coefficient of kinetic friction between the skid and the floor is $0.28$. The worker applies a force of $980.62$ N at an angle of $25.00^\circ$ downward with respect to the horizontal. Take $g = 9.81$ m/s². What is the magnitude of the pallet skid’s acceleration?,4.40 m/s^2,1.27 m/s^2,0.34 m/s^2,1.18 m/s^2,0.81 m/s^2,,,,,,C,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q11
PHY1-F-ACCAC-10082025::q12,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Gardener Pulling a Tarp of Soil,3,A gardener pulls a large tarp filled with soil across a level lawn. The coefficient of kinetic friction between the tarp and the lawn is $0.45$. The tarp and soil have a combined mass of $60.00$ kg. The gardener pulls at an angle of $35.00^\circ$ above the horizontal with a force of $300.00$ N. Take $g = 9.81$ m/s². What is the magnitude of the tarp’s acceleration?,0.59 m/s^2,0.32 m/s^2,0.97 m/s^2,1.55 m/s^2,1.61 m/s^2,,,,,,C,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q12
PHY1-F-ACCAC-10082025::q13,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Mover Sliding a Bookshelf,3,A mover pushes a heavy bookshelf across a wood floor. The coefficient of kinetic friction between the bookshelf and the floor is $0.28$. The mover applies a force of $500.00$ N at an angle of $15.00^\circ$ downward with respect to the horizontal. The bookshelf’s mass is $146.36$ kg. Take $g = 9.81$ m/s². What is the magnitude of the bookshelf’s acceleration?,0.55 m/s^2,3.63 m/s^2,0.80 m/s^2,0.67 m/s^2,0.31 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q13
PHY1-F-ACCAC-10082025::q14,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Person Pulling a Cooler on Sand,3,A person pulls a cooler across a sandy beach. The coefficient of kinetic friction between the cooler and the sand is $0.60$. The cooler has a mass of $25.00$ kg. The person pulls the handle at an angle of $40.00^\circ$ above the horizontal with a force of $140.00$ N. Take $g = 9.81$ m/s². What is the magnitude of the cooler’s acceleration?,0.29 m/s^2,1.60 m/s^2,3.76 m/s^2,2.29 m/s^2,0.56 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q14
PHY1-F-ACCAC-10082025::q15,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,ATV Dragging a Log,3,"An ATV (All-Terrain Vehicle) drags a large log along a rough forest path. The coefficient of kinetic friction between the log and the path is $0.80$. The chain makes an angle of $20.00^\circ$ above the horizontal, and the ATV exerts a force of $2300.00$ N. The log’s mass is $309.20$ kg. Take $g = 9.81$ m/s². What is the magnitude of the log’s acceleration?",2.89 m/s^2,0.86 m/s^2,0.41 m/s^2,5.30 m/s^2,1.18 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q15
PHY1-F-ACCAC-10082025::q16,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Zamboni on an Ice Rink,3,A Zamboni machine is conditioning the ice on a rink. The machine has a mass of $1200.00$ kg. The coefficient of kinetic friction from the conditioning blade on the ice is $0.15$. The net propulsion force from the wheels is applied at an effective angle of $18.00^\circ$ downward with respect to the horizontal. The propulsion force is $2300.00$ N. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the Zamboni’s acceleration?,2.06 m/s^2,0.44 m/s^2,0.26 m/s^2,0.45 m/s^2,0.35 m/s^2,,,,,,C,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q16
PHY1-F-ACCAC-10082025::q17,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Pushing a Heavy Box,3,A person pushes a heavy box across a level lawn. The box has a mass of $30.00$ kg. The person pushes with a force of $150.00$ N at an angle of $45.00^\circ$ downward from the horizontal. The coefficient of kinetic friction between the box and the grass is $0.26$. The acceleration due to gravity is $9.81$ m/s². What is the magnitude of the box’s acceleration?,6.09 m/s^2,0.98 m/s^2,1.90 m/s^2,2.45 m/s^2,0.07 m/s^2,,,,,,E,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q17
PHY1-F-ACCAC-10082025::q18,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Mountain Rescue Sled,3,"A mountain rescuer pulls a person on a rescue sled across a flat, snowy field. The coefficient of kinetic friction between the sled and the snow is $0.22$. The rescuer pulls on the tow rope with a force of $400.00$ N at an angle of $25.00^\circ$ above the horizontal. The total mass of the person and sled is $162.05$ kg. Take $g = 9.81$ m/s². What is the magnitude of the sled’s acceleration?",0.08 m/s^2,0.31 m/s^2,0.15 m/s^2,0.31 m/s^2,1.12 m/s^2,,,,,,B,5,duplicate_choices,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q18
PHY1-F-ACCAC-10082025::q19,PHY1-F-ACCAC-10082025,4_Newton's Laws of Motion,,Child Pulling a Box of Toys,3,A child pulls a box full of toys along a horizontal sidewalk. The total mass of the box and toys is $15.00$ kg. The coefficient of kinetic friction between the box and the sidewalk is $0.55$. The child pulls on a rope that makes an angle of $50.00^\circ$ above the horizontal with a force of $90.00$ N. Take $g = 9.81$ m/s². What is the magnitude of the box’s acceleration?,0.60 m/s^2,1.54 m/s^2,0.99 m/s^2,0.80 m/s^2,4.07 m/s^2,,,,,,C,5,,PHY I Mechanics/4_Newton's Laws of Motion/PHY1-N-DACCFMC-10082025/PHY1-N-DACCFMC-10082025.yml,q19
